Symbol	id	trait	population	Chr	Start	End
NBR2	eqtl-a-ENSG00000198496	ENSG00000198496	European	17	41277574	41305688
NCALD	eqtl-a-ENSG00000104490	ENSG00000104490	European	8	102698770	103137135
NCAM1	eqtl-a-ENSG00000149294	ENSG00000149294	European	11	112832142	113149158
NCAPD2	eqtl-a-ENSG00000010292	ENSG00000010292	European	12	6603268	6641121
NCAPD3	eqtl-a-ENSG00000151503	ENSG00000151503	European	11	134020008	134095355
NCAPG	eqtl-a-ENSG00000109805	ENSG00000109805	European	4	17812602	17846488
NCAPG2	eqtl-a-ENSG00000146918	ENSG00000146918	European	7	158423861	158497495
NCAPH	eqtl-a-ENSG00000121152	ENSG00000121152	European	2	97001504	97042829
NCAPH2	eqtl-a-ENSG00000025770	ENSG00000025770	European	22	50946653	50963209
NCBP1	eqtl-a-ENSG00000136937	ENSG00000136937	European	9	100396103	100436030
NCBP2	eqtl-a-ENSG00000114503	ENSG00000114503	European	3	196662277	196669399
NCBP2-AS1	eqtl-a-ENSG00000225578	ENSG00000225578	European	3	196666748	196669405
NCBP2AS2	eqtl-a-ENSG00000270170	ENSG00000270170	European	3	196669545	196670414
NCBP3	eqtl-a-ENSG00000074356	ENSG00000074356	European	17	3705452	3749540
NCDN	eqtl-a-ENSG00000020129	ENSG00000020129	European	1	36023400	36032380
NCEH1	eqtl-a-ENSG00000144959	ENSG00000144959	European	3	172348039	172428857
NCF1	eqtl-a-ENSG00000158517	ENSG00000158517	European	7	74188358	74203659
NCF1B	eqtl-a-ENSG00000182487	ENSG00000182487	European	7	72634674	72649979
NCF1C	eqtl-a-ENSG00000165178	ENSG00000165178	European	7	74572384	74587802
NCF2	eqtl-a-ENSG00000116701	ENSG00000116701	European	1	183524697	183560049
NCF4	eqtl-a-ENSG00000100365	ENSG00000100365	European	22	37257048	37274057
NCF4-AS1	eqtl-a-ENSG00000183822	ENSG00000183822	European	22	37243415	37266485
NCK1	eqtl-a-ENSG00000158092	ENSG00000158092	European	3	136581050	136670448
NCK1-DT	eqtl-a-ENSG00000239213	ENSG00000239213	European	3	136560818	136580905
NCK2	eqtl-a-ENSG00000071051	ENSG00000071051	European	2	106361369	106510728
NCKAP1	eqtl-a-ENSG00000061676	ENSG00000061676	European	2	183773843	183903185
NCKAP1L	eqtl-a-ENSG00000123338	ENSG00000123338	European	12	54891536	54942027
NCKAP5L	eqtl-a-ENSG00000167566	ENSG00000167566	European	12	50184935	50222196
NCKIPSD	eqtl-a-ENSG00000213672	ENSG00000213672	European	3	48711277	48723348
NCL	eqtl-a-ENSG00000115053	ENSG00000115053	European	2	232318242	232329195
NCLN	eqtl-a-ENSG00000125912	ENSG00000125912	European	19	3185928	3209573
NCLP1	eqtl-a-ENSG00000213212	ENSG00000213212	European	9	139707040	139709983
NCOA1	eqtl-a-ENSG00000084676	ENSG00000084676	European	2	24714123	24993571
NCOA2	eqtl-a-ENSG00000140396	ENSG00000140396	European	8	71022017	71316452
NCOA3	eqtl-a-ENSG00000124151	ENSG00000124151	European	20	46130631	46285616
NCOA5	eqtl-a-ENSG00000124160	ENSG00000124160	European	20	44689630	44718601
NCOA6	eqtl-a-ENSG00000198646	ENSG00000198646	European	20	33302578	33413454
NCOA7	eqtl-a-ENSG00000111912	ENSG00000111912	European	6	126102261	126253180
NCOR1	eqtl-a-ENSG00000141027	ENSG00000141027	European	17	15932471	16118848
NCOR2	eqtl-a-ENSG00000196498	ENSG00000196498	European	12	124808961	125052158
NCR1	eqtl-a-ENSG00000189430	ENSG00000189430	European	19	55417506	55424441
NCR3	eqtl-a-ENSG00000204475	ENSG00000204475	European	6	31556672	31560783
NCR3LG1	eqtl-a-ENSG00000188211	ENSG00000188211	European	11	17373347	17398888
NCS1	eqtl-a-ENSG00000107130	ENSG00000107130	European	9	132934683	132999582
NCSTN	eqtl-a-ENSG00000162736	ENSG00000162736	European	1	160313173	160328739
NDC1	eqtl-a-ENSG00000058804	ENSG00000058804	European	1	54231151	54303969
NDC80	eqtl-a-ENSG00000080986	ENSG00000080986	European	18	2571556	2616634
NDE1	eqtl-a-ENSG00000072864	ENSG00000072864	European	16	15737239	15820210
NDEL1	eqtl-a-ENSG00000166579	ENSG00000166579	European	17	8339202	8371481
NDFIP1	eqtl-a-ENSG00000131507	ENSG00000131507	European	5	141488344	141534005
NDFIP2	eqtl-a-ENSG00000102471	ENSG00000102471	European	13	80055290	80130212
NDN	eqtl-a-ENSG00000182636	ENSG00000182636	European	15	23930547	23932452
NDOR1	eqtl-a-ENSG00000188566	ENSG00000188566	European	9	140100152	140113813
NDRG1	eqtl-a-ENSG00000104419	ENSG00000104419	European	8	134249418	134309495
NDRG2	eqtl-a-ENSG00000165795	ENSG00000165795	European	14	21484922	21539031
NDRG3	eqtl-a-ENSG00000101079	ENSG00000101079	European	20	35280174	35374493
NDRG4	eqtl-a-ENSG00000103034	ENSG00000103034	European	16	58497619	58547523
NDST1	eqtl-a-ENSG00000070614	ENSG00000070614	European	5	149877341	149937773
NDST2	eqtl-a-ENSG00000166507	ENSG00000166507	European	10	75561674	75571578
NDUFA1	eqtl-a-ENSG00000125356	ENSG00000125356	European	X	119005795	119010625
NDUFA10	eqtl-a-ENSG00000130414	ENSG00000130414	European	2	240831859	240964759
NDUFA11	eqtl-a-ENSG00000174886	ENSG00000174886	European	19	5891240	5903801
NDUFA12	eqtl-a-ENSG00000184752	ENSG00000184752	European	12	95365109	95397473
NDUFA13	eqtl-a-ENSG00000186010	ENSG00000186010	European	19	19627034	19639007
NDUFA2	eqtl-a-ENSG00000131495	ENSG00000131495	European	5	140024870	140027215
NDUFA3	eqtl-a-ENSG00000170906	ENSG00000170906	European	19	54606163	54610875
NDUFA4	eqtl-a-ENSG00000189043	ENSG00000189043	European	7	10971570	10979780
NDUFA4L2	eqtl-a-ENSG00000185633	ENSG00000185633	European	12	57628686	57634545
NDUFA5	eqtl-a-ENSG00000128609	ENSG00000128609	European	7	123177051	123241705
NDUFA6	eqtl-a-ENSG00000184983	ENSG00000184983	European	22	42481530	42486776
NDUFA6-DT	eqtl-a-ENSG00000237037	ENSG00000237037	European	22	42486937	42521354
NDUFA7	eqtl-a-ENSG00000267855	ENSG00000267855	European	19	8373479	8386259
NDUFA8	eqtl-a-ENSG00000119421	ENSG00000119421	European	9	124894745	124922058
NDUFA9	eqtl-a-ENSG00000139180	ENSG00000139180	European	12	4758280	4803483
NDUFAB1	eqtl-a-ENSG00000004779	ENSG00000004779	European	16	23592335	23607637
NDUFAF1	eqtl-a-ENSG00000137806	ENSG00000137806	European	15	41679551	41694694
NDUFAF2	eqtl-a-ENSG00000164182	ENSG00000164182	European	5	60241032	60448853
NDUFAF3	eqtl-a-ENSG00000178057	ENSG00000178057	European	3	49057885	49060928
NDUFAF4	eqtl-a-ENSG00000123545	ENSG00000123545	European	6	97337191	97345767
NDUFAF5	eqtl-a-ENSG00000101247	ENSG00000101247	European	20	13765674	13802226
NDUFAF6	eqtl-a-ENSG00000156170	ENSG00000156170	European	8	95908027	96130724
NDUFAF7	eqtl-a-ENSG00000003509	ENSG00000003509	European	2	37458801	37498508
NDUFAF8	eqtl-a-ENSG00000224877	ENSG00000224877	European	17	79213111	79215110
NDUFB1	eqtl-a-ENSG00000183648	ENSG00000183648	European	14	92582467	92588050
NDUFB10	eqtl-a-ENSG00000140990	ENSG00000140990	European	16	2009539	2011976
NDUFB11	eqtl-a-ENSG00000147123	ENSG00000147123	European	X	47001615	47004890
NDUFB2	eqtl-a-ENSG00000090266	ENSG00000090266	European	7	140396508	140406443
NDUFB2-AS1	eqtl-a-ENSG00000240889	ENSG00000240889	European	7	140395136	140396877
NDUFB3	eqtl-a-ENSG00000119013	ENSG00000119013	European	2	201936724	201950473
NDUFB4	eqtl-a-ENSG00000065518	ENSG00000065518	European	3	120315183	120321354
NDUFB4P11	eqtl-a-ENSG00000259374	ENSG00000259374	European	14	103606012	103608296
NDUFB5	eqtl-a-ENSG00000136521	ENSG00000136521	European	3	179322582	179345435
NDUFB6	eqtl-a-ENSG00000165264	ENSG00000165264	European	9	32552999	32573157
NDUFB7	eqtl-a-ENSG00000099795	ENSG00000099795	European	19	14676890	14682878
NDUFB8	eqtl-a-ENSG00000166136	ENSG00000166136	European	10	102283486	102289680
NDUFB9	eqtl-a-ENSG00000147684	ENSG00000147684	European	8	125551364	125562220
NDUFC1	eqtl-a-ENSG00000109390	ENSG00000109390	European	4	140211071	140223705
NDUFC2	eqtl-a-ENSG00000151366	ENSG00000151366	European	11	77779343	77790908
NDUFS1	eqtl-a-ENSG00000023228	ENSG00000023228	European	2	206979541	207024168
NDUFS2	eqtl-a-ENSG00000158864	ENSG00000158864	European	1	161167207	161184185
NDUFS3	eqtl-a-ENSG00000213619	ENSG00000213619	European	11	47600626	47606114
NDUFS4	eqtl-a-ENSG00000164258	ENSG00000164258	European	5	52856469	52979168
NDUFS5	eqtl-a-ENSG00000168653	ENSG00000168653	European	1	39492022	39500287
NDUFS6	eqtl-a-ENSG00000145494	ENSG00000145494	European	5	1801521	1816162
NDUFS7	eqtl-a-ENSG00000115286	ENSG00000115286	European	19	1383906	1395583
NDUFS8	eqtl-a-ENSG00000110717	ENSG00000110717	European	11	67798148	67804111
NDUFV1	eqtl-a-ENSG00000167792	ENSG00000167792	European	11	67374407	67380025
NDUFV2	eqtl-a-ENSG00000178127	ENSG00000178127	European	18	9102697	9134339
NDUFV2-AS1	eqtl-a-ENSG00000266053	ENSG00000266053	European	18	9121263	9136718
NDUFV2P1	eqtl-a-ENSG00000267809	ENSG00000267809	European	19	53727162	53728132
NDUFV3	eqtl-a-ENSG00000160194	ENSG00000160194	European	21	44313419	44333409
NEAT1	eqtl-a-ENSG00000245532	ENSG00000245532	European	11	65190269	65213011
NEB	eqtl-a-ENSG00000183091	ENSG00000183091	European	2	152341853	152590990
NEBL	eqtl-a-ENSG00000078114	ENSG00000078114	European	10	21068902	21581979
NECAB1	eqtl-a-ENSG00000123119	ENSG00000123119	European	8	91804003	91971621
NECAB2	eqtl-a-ENSG00000103154	ENSG00000103154	European	16	84001849	84036381
NECAB3	eqtl-a-ENSG00000125967	ENSG00000125967	European	20	32244893	32262234
NECAP1	eqtl-a-ENSG00000089818	ENSG00000089818	European	12	8234870	8250477
NECAP2	eqtl-a-ENSG00000157191	ENSG00000157191	European	1	16767219	16786573
NECTIN1	eqtl-a-ENSG00000110400	ENSG00000110400	European	11	119508808	119599910
NECTIN2	eqtl-a-ENSG00000130202	ENSG00000130202	European	19	45349554	45392480
NECTIN3	eqtl-a-ENSG00000177707	ENSG00000177707	European	3	110790663	110913017
NEDD1	eqtl-a-ENSG00000139350	ENSG00000139350	European	12	97301035	97347558
NEDD4	eqtl-a-ENSG00000069869	ENSG00000069869	European	15	56119115	56285810
NEDD4L	eqtl-a-ENSG00000049759	ENSG00000049759	European	18	55711458	56068772
NEDD8	eqtl-a-ENSG00000129559	ENSG00000129559	European	14	24686063	24701573
NEDD8P1	eqtl-a-ENSG00000226970	ENSG00000226970	European	1	84709934	84710530
NEDD9	eqtl-a-ENSG00000111859	ENSG00000111859	European	6	11183531	11382581
NEFH	eqtl-a-ENSG00000100285	ENSG00000100285	European	22	29876207	29887379
NEFLP1	eqtl-a-ENSG00000232634	ENSG00000232634	European	Y	23383237	23383668
NEFM	eqtl-a-ENSG00000104722	ENSG00000104722	European	8	24771274	24776606
NEGR1	eqtl-a-ENSG00000172260	ENSG00000172260	European	1	71861626	72748222
NEIL1	eqtl-a-ENSG00000140398	ENSG00000140398	European	15	75639380	75649456
NEIL2	eqtl-a-ENSG00000154328	ENSG00000154328	European	8	11627219	11644854
NEIL3	eqtl-a-ENSG00000109674	ENSG00000109674	European	4	178231028	178284090
NEK1	eqtl-a-ENSG00000137601	ENSG00000137601	European	4	170313960	170533734
NEK10	eqtl-a-ENSG00000163491	ENSG00000163491	European	3	27147975	27410874
NEK11	eqtl-a-ENSG00000114670	ENSG00000114670	European	3	130745721	131069309
NEK2	eqtl-a-ENSG00000117650	ENSG00000117650	European	1	211831598	211848963
NEK3	eqtl-a-ENSG00000136098	ENSG00000136098	European	13	52706783	52733732
NEK4	eqtl-a-ENSG00000114904	ENSG00000114904	European	3	52742460	52804956
NEK6	eqtl-a-ENSG00000119408	ENSG00000119408	European	9	127019885	127115586
NEK7	eqtl-a-ENSG00000151414	ENSG00000151414	European	1	198126128	198291550
NEK8	eqtl-a-ENSG00000160602	ENSG00000160602	European	17	27055806	27070473
NEK9	eqtl-a-ENSG00000119638	ENSG00000119638	European	14	75546056	75593751
NELFA	eqtl-a-ENSG00000185049	ENSG00000185049	European	4	1984450	2010701
NELFB	eqtl-a-ENSG00000188986	ENSG00000188986	European	9	140149779	140167994
NELFCD	eqtl-a-ENSG00000101158	ENSG00000101158	European	20	57556311	57570168
NELFE	eqtl-a-ENSG00000204356	ENSG00000204356	European	6	31919864	31926748
NELL2	eqtl-a-ENSG00000184613	ENSG00000184613	European	12	44902058	45307772
NEMF	eqtl-a-ENSG00000165525	ENSG00000165525	European	14	50248801	50319506
NEMP1	eqtl-a-ENSG00000166881	ENSG00000166881	European	12	57449426	57472574
NEMP2	eqtl-a-ENSG00000189362	ENSG00000189362	European	2	191369064	191399448
NENF	eqtl-a-ENSG00000117691	ENSG00000117691	European	1	212606262	212619721
NEO1	eqtl-a-ENSG00000067141	ENSG00000067141	European	15	73344804	73597547
NEPRO	eqtl-a-ENSG00000163608	ENSG00000163608	European	3	112721291	112738518
NET1	eqtl-a-ENSG00000173848	ENSG00000173848	European	10	5454520	5501019
NETO1	eqtl-a-ENSG00000166342	ENSG00000166342	European	18	70409549	70535222
NETO2	eqtl-a-ENSG00000171208	ENSG00000171208	European	16	47111614	47177856
NEU1	eqtl-a-ENSG00000204386	ENSG00000204386	European	6	31825436	31830598
NEU3	eqtl-a-ENSG00000162139	ENSG00000162139	European	11	74699689	74721952
NEURL1	eqtl-a-ENSG00000107954	ENSG00000107954	European	10	105253462	105352303
NEURL1B	eqtl-a-ENSG00000214357	ENSG00000214357	European	5	172068266	172118543
NEURL2	eqtl-a-ENSG00000124257	ENSG00000124257	European	20	44517273	44519847
NEURL3	eqtl-a-ENSG00000163121	ENSG00000163121	European	2	97163383	97173846
NEURL4	eqtl-a-ENSG00000215041	ENSG00000215041	European	17	7218947	7232654
NEXMIF	eqtl-a-ENSG00000050030	ENSG00000050030	European	X	73952691	74145287
NEXN	eqtl-a-ENSG00000162614	ENSG00000162614	European	1	78354309	78409580
NEXN-AS1	eqtl-a-ENSG00000235927	ENSG00000235927	European	1	78347033	78355224
NF1	eqtl-a-ENSG00000196712	ENSG00000196712	European	17	29421945	29704695
NF2	eqtl-a-ENSG00000186575	ENSG00000186575	European	22	29999545	30094589
NFAM1	eqtl-a-ENSG00000235568	ENSG00000235568	European	22	42776413	42833992
NFASC	eqtl-a-ENSG00000163531	ENSG00000163531	European	1	204797780	204991950
NFAT5	eqtl-a-ENSG00000102908	ENSG00000102908	European	16	69599869	69738557
NFATC1	eqtl-a-ENSG00000131196	ENSG00000131196	European	18	77155930	77289323
NFATC2	eqtl-a-ENSG00000101096	ENSG00000101096	European	20	50003500	50179378
NFATC2IP	eqtl-a-ENSG00000176953	ENSG00000176953	European	16	28962258	28978413
NFATC3	eqtl-a-ENSG00000072736	ENSG00000072736	European	16	68119273	68263162
NFATC4	eqtl-a-ENSG00000100968	ENSG00000100968	European	14	24836117	24848810
NFE2	eqtl-a-ENSG00000123405	ENSG00000123405	European	12	54685895	54694799
NFE2L1	eqtl-a-ENSG00000082641	ENSG00000082641	European	17	46125721	46138907
NFE2L1-DT	eqtl-a-ENSG00000263412	ENSG00000263412	European	17	46124243	46125415
NFE2L2	eqtl-a-ENSG00000116044	ENSG00000116044	European	2	178095031	178129455
NFE2L3	eqtl-a-ENSG00000050344	ENSG00000050344	European	7	26191818	26226757
NFE4	eqtl-a-ENSG00000230257	ENSG00000230257	European	7	102613877	102629300
NFIA	eqtl-a-ENSG00000162599	ENSG00000162599	European	1	61542899	61928460
NFIB	eqtl-a-ENSG00000147862	ENSG00000147862	European	9	14081842	14532075
NFIC	eqtl-a-ENSG00000141905	ENSG00000141905	European	19	3359628	3469215
NFIL3	eqtl-a-ENSG00000165030	ENSG00000165030	European	9	94171327	94186908
NFIX	eqtl-a-ENSG00000008441	ENSG00000008441	European	19	13106289	13209610
NFKB1	eqtl-a-ENSG00000109320	ENSG00000109320	European	4	103422516	103538459
NFKB2	eqtl-a-ENSG00000077150	ENSG00000077150	European	10	104153867	104162286
NFKBIA	eqtl-a-ENSG00000100906	ENSG00000100906	European	14	35870719	35873955
NFKBIB	eqtl-a-ENSG00000104825	ENSG00000104825	European	19	39390306	39399529
NFKBID	eqtl-a-ENSG00000167604	ENSG00000167604	European	19	36378854	36393205
NFKBIE	eqtl-a-ENSG00000146232	ENSG00000146232	European	6	44225903	44233288
NFKBIL1	eqtl-a-ENSG00000204498	ENSG00000204498	European	6	31514628	31526606
NFKBIZ	eqtl-a-ENSG00000144802	ENSG00000144802	European	3	101546834	101579866
NFRKB	eqtl-a-ENSG00000170322	ENSG00000170322	European	11	129733531	129765473
NFS1	eqtl-a-ENSG00000244005	ENSG00000244005	European	20	34255974	34287274
NFU1	eqtl-a-ENSG00000169599	ENSG00000169599	European	2	69622882	69666699
NFX1	eqtl-a-ENSG00000086102	ENSG00000086102	European	9	33290514	33371155
NFXL1	eqtl-a-ENSG00000170448	ENSG00000170448	European	4	47849250	47916684
NFYA	eqtl-a-ENSG00000001167	ENSG00000001167	European	6	41040713	41070142
NFYB	eqtl-a-ENSG00000120837	ENSG00000120837	European	12	104510864	104531988
NFYC	eqtl-a-ENSG00000066136	ENSG00000066136	European	1	41157376	41237275
NGDN	eqtl-a-ENSG00000129460	ENSG00000129460	European	14	23938912	23948035
NGFR	eqtl-a-ENSG00000064300	ENSG00000064300	European	17	47572655	47592370
NGLY1	eqtl-a-ENSG00000151092	ENSG00000151092	European	3	25760435	25831530
NGRN	eqtl-a-ENSG00000182768	ENSG00000182768	European	15	90808895	90815443
NHLH1	eqtl-a-ENSG00000171786	ENSG00000171786	European	1	160336861	160342636
NHLRC1	eqtl-a-ENSG00000187566	ENSG00000187566	European	6	18120671	18122908
NHLRC2	eqtl-a-ENSG00000196865	ENSG00000196865	European	10	115614420	115676953
NHLRC3	eqtl-a-ENSG00000188811	ENSG00000188811	European	13	39612448	39624246
NHLRC4	eqtl-a-ENSG00000257108	ENSG00000257108	European	16	617005	619495
NHP2	eqtl-a-ENSG00000145912	ENSG00000145912	European	5	177576464	177580886
NHS	eqtl-a-ENSG00000188158	ENSG00000188158	European	X	17393323	17754114
NHSL1	eqtl-a-ENSG00000135540	ENSG00000135540	European	6	138743180	138893706
NHSL1-AS1	eqtl-a-ENSG00000225177	ENSG00000225177	European	6	139012805	139018425
NHSL2	eqtl-a-ENSG00000204131	ENSG00000204131	European	X	71130695	71373136
NIBAN1	eqtl-a-ENSG00000135842	ENSG00000135842	European	1	184760166	184943640
NIBAN2	eqtl-a-ENSG00000136830	ENSG00000136830	European	9	130267622	130341310
NIBAN3	eqtl-a-ENSG00000167483	ENSG00000167483	European	19	17634110	17664652
NICN1	eqtl-a-ENSG00000145029	ENSG00000145029	European	3	49459766	49466757
NID1	eqtl-a-ENSG00000116962	ENSG00000116962	European	1	236139130	236228390
NID2	eqtl-a-ENSG00000087303	ENSG00000087303	European	14	52471527	52535777
NIF3L1	eqtl-a-ENSG00000196290	ENSG00000196290	European	2	201754050	201768655
NIFK	eqtl-a-ENSG00000155438	ENSG00000155438	European	2	122484521	122494451
NIFK-AS1	eqtl-a-ENSG00000236859	ENSG00000236859	European	2	122407230	122486136
NIFKP6	eqtl-a-ENSG00000268144	ENSG00000268144	European	19	51899492	51906802
NIM1K	eqtl-a-ENSG00000177453	ENSG00000177453	European	5	43192327	43280952
NIN	eqtl-a-ENSG00000100503	ENSG00000100503	European	14	51186481	51297880
NINJ1	eqtl-a-ENSG00000131669	ENSG00000131669	European	9	95883778	95896533
NINJ2	eqtl-a-ENSG00000171840	ENSG00000171840	European	12	673462	772611
NINJ2-AS1	eqtl-a-ENSG00000177406	ENSG00000177406	European	12	740057	755044
NINL	eqtl-a-ENSG00000101004	ENSG00000101004	European	20	25433333	25566167
NIP7	eqtl-a-ENSG00000132603	ENSG00000132603	European	16	69373675	69377009
NIPA1	eqtl-a-ENSG00000170113	ENSG00000170113	European	15	23043279	23086843
NIPA2	eqtl-a-ENSG00000140157	ENSG00000140157	European	15	23004684	23034402
NIPAL1	eqtl-a-ENSG00000163293	ENSG00000163293	European	4	48018789	48042190
NIPAL2	eqtl-a-ENSG00000104361	ENSG00000104361	European	8	99202054	99306463
NIPAL3	eqtl-a-ENSG00000001461	ENSG00000001461	European	1	24740014	24799473
NIPAL4	eqtl-a-ENSG00000172548	ENSG00000172548	European	5	156887027	156901730
NIPAL4-DT	eqtl-a-ENSG00000251405	ENSG00000251405	European	5	156789623	156887108
NIPBL	eqtl-a-ENSG00000164190	ENSG00000164190	European	5	36876871	37066515
NIPSNAP1	eqtl-a-ENSG00000184117	ENSG00000184117	European	22	29950797	29977102
NIPSNAP2	eqtl-a-ENSG00000146729	ENSG00000146729	European	7	56032278	56067872
NIPSNAP3A	eqtl-a-ENSG00000136783	ENSG00000136783	European	9	107509964	107522401
NIPSNAP3B	eqtl-a-ENSG00000165028	ENSG00000165028	European	9	107526410	107540045
NISCH	eqtl-a-ENSG00000010322	ENSG00000010322	European	3	52489620	52527084
NIT1	eqtl-a-ENSG00000158793	ENSG00000158793	European	1	161087895	161095235
NIT2	eqtl-a-ENSG00000114021	ENSG00000114021	European	3	100053601	100080479
NKAP	eqtl-a-ENSG00000101882	ENSG00000101882	European	X	119054635	119077714
NKAPD1	eqtl-a-ENSG00000150776	ENSG00000150776	European	11	111945023	111955874
NKAPL	eqtl-a-ENSG00000189134	ENSG00000189134	European	6	28227075	28228736
NKAPP1	eqtl-a-ENSG00000233382	ENSG00000233382	European	X	119370305	119379122
NKD1	eqtl-a-ENSG00000140807	ENSG00000140807	European	16	50582307	50683160
NKG7	eqtl-a-ENSG00000105374	ENSG00000105374	European	19	51874874	51875908
NKIRAS1	eqtl-a-ENSG00000197885	ENSG00000197885	European	3	23931442	23988053
NKIRAS2	eqtl-a-ENSG00000168256	ENSG00000168256	European	17	40169594	40177659
NKPD1	eqtl-a-ENSG00000179846	ENSG00000179846	European	19	45653002	45664240
NKRF	eqtl-a-ENSG00000186416	ENSG00000186416	European	X	118722300	118740387
NKTR	eqtl-a-ENSG00000114857	ENSG00000114857	European	3	42642178	42690227
NKX3-1	eqtl-a-ENSG00000167034	ENSG00000167034	European	8	23536206	23540451
NKX6-3	eqtl-a-ENSG00000165066	ENSG00000165066	European	8	41502696	41508336
